Company_id,Date,Open,High,Low,Close,Volume
1,2019-03-18,46.450001,47.0975,46.447498,47.005001,104879200
1,2019-03-19,47.087502,47.247501,46.48,46.6325,126585600
1,2019-03-20,46.557499,47.372501,46.182499,47.040001,124140800
1,2019-03-21,47.505001,49.0825,47.452499,48.772499,204136800
1,2019-03-22,48.834999,49.422501,47.695,47.762501,169630800
1,2019-03-25,47.877499,47.994999,46.650002,47.185001,175381200
1,2019-03-26,47.915001,48.220001,46.145,46.697498,199202000
1,2019-03-27,47.1875,47.439999,46.637501,47.1175,119393600
1,2019-03-28,47.237499,47.389999,46.8825,47.18,83121600
1,2019-03-29,47.4575,47.52,47.134998,47.487499,94256000
1,2019-04-01,47.91,47.919998,47.095001,47.810001,111448000
1,2019-04-02,47.772499,48.615002,47.762501,48.505001,91062800
1,2019-04-03,48.3125,49.125,48.287498,48.837502,93087200
1,2019-04-04,48.697498,49.092499,48.285,48.922501,76457200
1,2019-04-05,49.112499,49.275002,48.982498,49.25,74106400
1,2019-04-08,49.105,50.057499,49.084999,50.025002,103526800
1,2019-04-09,50.080002,50.712502,49.807499,49.875,143072800
1,2019-04-10,49.669998,50.185001,49.544998,50.154999,86781200
1,2019-04-11,50.212502,50.25,49.610001,49.737499,83603200
1,2019-04-12,49.799999,50.035,49.052502,49.717499,111042800
1,2019-04-15,49.645,49.962502,49.502499,49.807499,70146400
1,2019-04-16,49.865002,50.342499,49.639999,49.8125,102785600
1,2019-04-17,49.884998,50.845001,49.6525,50.782501,115627200
1,2019-04-18,50.779999,51.037498,50.630001,50.965,96783200
1,2019-04-22,50.7075,51.235001,50.584999,51.1325,77758000
1,2019-04-23,51.107498,51.9375,50.974998,51.869999,93292000
1,2019-04-24,51.84,52.119999,51.762501,51.790001,70162400
1,2019-04-25,51.7075,51.939999,51.279999,51.32,74172800
1,2019-04-26,51.224998,51.25,50.529999,51.075001,74596400
1,2019-04-29,51.099998,51.4925,50.965,51.1525,88818800
1,2019-04-30,50.764999,50.849998,49.7775,50.1675,186139600
1,2019-05-01,52.470001,53.827499,52.307499,52.630001,259309200
1,2019-05-02,52.459999,53.162498,52.032501,52.287498,127985200
1,2019-05-03,52.7225,52.959999,52.557499,52.9375,83569600
1,2019-05-06,51.072498,52.209999,50.875,52.119999,129772400
1,2019-05-07,51.470001,51.855,50.2075,50.715,155054800
1,2019-05-08,50.474998,51.334999,50.4375,50.724998,105358000
1,2019-05-09,50.099998,50.419998,49.165001,50.18,139634400
1,2019-05-10,49.355,49.712502,48.192501,49.294998,164834800
1,2019-05-13,46.927502,47.369999,45.712502,46.43,229722400
1,2019-05-14,46.602501,47.424999,46.352501,47.165001,146118800
1,2019-05-15,46.567501,47.9375,46.505001,47.73,106178800
1,2019-05-16,47.477501,48.1175,47.209999,47.52,132125600
1,2019-05-17,46.732498,47.724998,46.689999,47.25,131516400
1,2019-05-20,45.880001,46.087502,45.07,45.772499,154449200
1,2019-05-21,46.305,47,46.174999,46.650002,113459200
1,2019-05-22,46.165001,46.427502,45.637501,45.695,118994400
1,2019-05-23,44.950001,45.134998,44.452499,44.915001,146118800
1,2019-05-24,45.049999,45.535,44.654999,44.7425,94858800
1,2019-05-28,44.73,45.147499,44.477501,44.557499,111792800
1,2019-05-29,44.105,44.837502,44,44.345001,113924800
1,2019-05-30,44.487499,44.807499,44.1675,44.575001,84873600
1,2019-05-31,44.057499,44.497501,43.747501,43.767502,108174400
1,2019-06-03,43.900002,44.48,42.567501,43.325001,161584400
1,2019-06-04,43.860001,44.9575,43.630001,44.91,123872000
1,2019-06-05,46.07,46.247501,45.285,45.634998,119093600
1,2019-06-06,45.77,46.3675,45.537498,46.305,90105200
1,2019-06-07,46.627499,47.98,46.442501,47.537498,122737600
1,2019-06-10,47.952499,48.842499,47.904999,48.145,104883600
1,2019-06-11,48.715,49,48.400002,48.702499,107731600
1,2019-06-12,48.487499,48.9925,48.3475,48.547501,73012800
1,2019-06-13,48.674999,49.197498,48.400002,48.537498,86698400
1,2019-06-14,47.887501,48.397499,47.575001,48.185001,75046000
1,2019-06-17,48.224998,48.740002,48.0425,48.4725,58676400
1,2019-06-18,49.012501,50.072498,48.802502,49.612499,106204000
1,2019-06-19,49.919998,49.970001,49.327499,49.467499,84496800
1,2019-06-20,50.092499,50.1525,49.5075,49.865002,86056000
1,2019-06-21,49.700001,50.212502,49.537498,49.695,191202400
1,2019-06-24,49.634998,50.040001,49.5425,49.645,72881600
1,2019-06-25,49.607498,49.814999,48.822498,48.892502,84281200
1,2019-06-26,49.442501,50.247501,49.337502,49.950001,104270000
1,2019-06-27,50.072498,50.392502,49.892502,49.935001,83598800
1,2019-06-28,49.669998,49.875,49.262501,49.48,124442400
1,2019-07-01,50.7925,51.122501,50.162498,50.387501,109012000
1,2019-07-02,50.352501,50.782501,50.34,50.682499,67740800
1,2019-07-03,50.82,51.110001,50.672501,51.102501,45448000
1,2019-07-05,50.837502,51.27,50.724998,51.057499,69062000
1,2019-07-08,50.202499,50.349998,49.602501,50.005001,101354400
1,2019-07-09,49.799999,50.377499,49.702499,50.310001,82312000
1,2019-07-10,50.462502,50.932499,50.389999,50.807499,71588400
1,2019-07-11,50.827499,51.0975,50.427502,50.4375,80767200
1,2019-07-12,50.612499,51,50.549999,50.825001,70380800
1,2019-07-15,51.022499,51.467499,51,51.302502,67789600
1,2019-07-16,51.147499,51.5275,50.875,51.125,67467200
1,2019-07-17,51.012501,51.272499,50.817501,50.837502,56430000
1,2019-07-18,51,51.470001,50.924999,51.415001,74162400
1,2019-07-19,51.447498,51.625,50.59,50.647499,83717200
1,2019-07-22,50.912498,51.807499,50.9025,51.805,89111600
1,2019-07-23,52.115002,52.227501,51.822498,52.209999,73420800
1,2019-07-24,51.9175,52.287498,51.7925,52.1675,59966400
1,2019-07-25,52.2225,52.310001,51.682499,51.755001,55638400
1,2019-07-26,51.869999,52.432499,51.785,51.935001,70475600
1,2019-07-29,52.115002,52.66,52.110001,52.419998,86693600
1,2019-07-30,52.189999,52.540001,51.827499,52.195,135742800
1,2019-07-31,54.105,55.342499,52.825001,53.259998,277125600
1,2019-08-01,53.474998,54.5075,51.685001,52.107498,216071600
1,2019-08-02,51.3825,51.607498,50.407501,51.005001,163448400
1,2019-08-05,49.497501,49.662498,48.145,48.334999,209572000
1,2019-08-06,49.077499,49.517502,48.509998,49.25,143299200
1,2019-08-07,48.852501,49.889999,48.455002,49.759998,133457600
1,2019-08-08,50.049999,50.8825,49.8475,50.857498,108038000
1,2019-08-09,50.325001,50.689999,49.822498,50.247501,98478800
1,2019-08-12,49.904999,50.512501,49.787498,50.119999,89927600
1,2019-08-13,50.255001,53.035,50.119999,52.2425,188874000
1,2019-08-14,50.790001,51.610001,50.647499,50.6875,146189600
1,2019-08-15,50.865002,51.285,49.9175,50.435001,108909600
