id,Date,Open,High,Low,Close,Volume
6,2019-03-18,125.209999,126.129997,125.169998,125.879997,5586900
6,2019-03-19,126.559998,126.919998,124.739998,125.279999,5096800
6,2019-03-20,125.040001,126.339996,124.68,124.690002,6708500
6,2019-03-21,124.870003,125.959999,124.510002,125.860001,5050400
6,2019-03-22,124.849998,124.900002,122.699997,123.089996,5786800
6,2019-03-25,122.93,123.349998,122.309998,122.889999,3837500
6,2019-03-26,123.769997,124.910004,123.379997,124.129997,4079800
6,2019-03-27,123.980003,124.480003,122.019997,122.790001,3727800
6,2019-03-28,122.599998,123.160004,122.360001,123.019997,4057700
6,2019-03-29,124.279999,124.470001,122.489998,123.18,5318600
6,2019-04-01,123.870003,125.269997,123.449997,124.940002,5506300
6,2019-04-02,125.199997,125.440002,124.110001,124.93,4362700
6,2019-04-03,125.220001,125.349998,123.540001,123.889999,3595400
6,2019-04-04,124.010002,124.830002,123.550003,124.800003,3715400
6,2019-04-05,125.25,126.639999,125.199997,126.419998,5551400
6,2019-04-08,126.769997,127.339996,126.230003,126.68,5483100
6,2019-04-09,126.290001,126.290001,125.120003,125.540001,4143400
6,2019-04-10,126.139999,126.57,125.129997,125.489998,3970000
6,2019-04-11,125.339996,126.260002,124.75,125.989998,3248300
6,2019-04-12,121.580002,122,119,119.760002,42693700
6,2019-04-15,120.019997,121.019997,119.330002,120.139999,13369100
6,2019-04-16,120.43,121.32,120.059998,121.169998,11942900
6,2019-04-17,122.199997,122.540001,120.050003,120.269997,11898100
6,2019-04-18,120.519997,120.82,119.099998,119.860001,9546500
6,2019-04-22,120.779999,122.010002,120.449997,121.900002,7946200
6,2019-04-23,121.730003,122.279999,121.349998,122.019997,9079200
6,2019-04-24,121.349998,121.43,118.089996,118.279999,22115000
6,2019-04-25,118.050003,118.699997,117.400002,117.900002,10636400
6,2019-04-26,118.400002,118.5,115.650002,117.099998,11626700
6,2019-04-29,117.010002,118.110001,116.699997,117.720001,9404000
6,2019-04-30,121.099998,121.919998,119.650002,120.059998,21431500
6,2019-05-01,119.800003,120.139999,117.760002,117.809998,10097000
6,2019-05-02,117.279999,118.480003,116.279999,116.379997,9495600
6,2019-05-03,117.690002,118.550003,117.110001,117.269997,7364900
6,2019-05-06,117.5,119.839996,117.470001,118.400002,11035000
6,2019-05-07,117.300003,118.269997,116.5,118.269997,9165200
6,2019-05-08,118.370003,118.480003,117.400002,117.5,6229000
6,2019-05-09,121.120003,122.32,119.860001,121.190002,16496300
6,2019-05-10,121.169998,122.269997,119.830002,121.989998,8787900
6,2019-05-13,121.910004,122.260002,120.010002,120.440002,7701200
6,2019-05-14,120.669998,122.25,120.510002,121.639999,6858500
6,2019-05-15,121.199997,122.489998,120.870003,122.139999,6945000
6,2019-05-16,120.989998,121.550003,120.529999,120.800003,8543300
6,2019-05-17,120.059998,121.110001,119.879997,120.519997,6870900
6,2019-05-20,120.709999,121.209999,120.540001,120.839996,4569700
6,2019-05-21,121.029999,121.940002,120.900002,121.339996,4859400
6,2019-05-22,120.900002,121.440002,120.339996,120.57,5763300
6,2019-05-23,118.809998,118.870003,116.860001,117.870003,11000200
6,2019-05-24,118.300003,118.93,117.379997,118.709999,4890800
6,2019-05-28,118.879997,119.32,118.169998,118.309998,8145100
6,2019-05-29,117.040001,117.360001,115.82,116.769997,7451300
6,2019-05-30,116.540001,116.739998,114.849998,115.379997,5807900
6,2019-05-31,114.220001,115.199997,113.720001,113.849998,6899800
6,2019-06-03,114.699997,116.099998,114.470001,115.989998,6100800
6,2019-06-04,116.599998,117.68,116.290001,117.300003,5235600
6,2019-06-05,117.870003,118.029999,116.269997,117.650002,5105700
6,2019-06-06,118.209999,121.160004,118.110001,120.68,7370100
6,2019-06-07,120.739998,122.120003,120.529999,121.480003,5343100
6,2019-06-10,122.199997,122.760002,121.709999,122.290001,5708800
6,2019-06-11,123.370003,123.5,121.150002,121.169998,5625100
6,2019-06-12,120.379997,120.580002,119.559998,120.190002,4000100
6,2019-06-13,121.239998,121.889999,120.459999,120.910004,3993300
6,2019-06-14,121,121.160004,120.370003,120.809998,3366800
6,2019-06-17,120.720001,121.839996,120.379997,121.389999,4219100
6,2019-06-18,121.949997,123.870003,121.860001,122.93,4884300
6,2019-06-19,122.510002,123.480003,122.220001,122.889999,3847100
6,2019-06-20,124.309998,124.699997,123.599998,124.279999,7771700
6,2019-06-21,124.800003,126.199997,124.230003,124.93,14287900
6,2019-06-24,124.540001,125.379997,124.419998,124.910004,5542600
6,2019-06-25,124.839996,125.110001,123.489998,123.639999,4713300
6,2019-06-26,124.57,124.879997,123.879997,123.93,5054800
6,2019-06-27,123.919998,124.199997,122.889999,123.110001,3551700
6,2019-06-28,123.410004,124.480003,123.120003,124.440002,7048300
6,2019-07-01,125.360001,125.839996,124.360001,124.839996,5526900
6,2019-07-02,124.550003,124.720001,122.389999,122.93,5747700
6,2019-07-03,122.93,123.370003,122.330002,123.349998,2725800
6,2019-07-05,123.139999,123.739998,122.639999,123.540001,3458900
6,2019-07-08,123.660004,124.089996,123.419998,123.599998,3505200
6,2019-07-09,123.900002,124.139999,123.07,123.349998,3955600
6,2019-07-10,124.110001,125.620003,124.110001,125.440002,4743500
6,2019-07-11,125.68,125.68,124.599998,125.43,3548000
6,2019-07-12,125.379997,126.25,125.129997,125.980003,3974400
6,2019-07-15,126.059998,126.400002,125.269997,125.720001,3739200
6,2019-07-16,125.5,125.779999,124.260002,124.760002,4697600
6,2019-07-17,124.660004,125.279999,124.059998,124.139999,3874200
6,2019-07-18,124.120003,125.050003,123.360001,124.68,5770700
6,2019-07-19,124.68,125.410004,124.599998,125.040001,4880900
6,2019-07-22,125.370003,125.75,124.470001,125.309998,3275800
6,2019-07-23,125.239998,126.220001,124.779999,125.82,4295300
6,2019-07-24,125.870003,126.940002,125.660004,126.540001,4796900
6,2019-07-25,127,127,125.330002,125.629997,4586800
6,2019-07-26,125.239998,125.25,123.300003,123.720001,6971700
6,2019-07-29,123.480003,124.639999,123.379997,124.230003,4377500
6,2019-07-30,124.099998,124.75,123.379997,124.339996,3871700
6,2019-07-31,123.709999,124.690002,122.480003,123.110001,7199500
6,2019-08-01,122,123.75,120.309998,120.739998,7928400
6,2019-08-02,121.779999,122.540001,117.830002,120.730003,9026200
6,2019-08-05,119.190002,120.550003,117.449997,118.739998,8620300
6,2019-08-06,118.720001,119.529999,117.650002,119.379997,6788000
6,2019-08-07,117.550003,119.800003,116.949997,119.099998,6853700
6,2019-08-08,119.489998,123.330002,119.419998,123.230003,8868100
6,2019-08-09,123.110001,123.889999,121.889999,122.419998,5051700
6,2019-08-12,123.010002,123.139999,120.910004,121.550003,3936500
6,2019-08-13,121.010002,122.699997,120.300003,122.389999,5806400
6,2019-08-14,120.019997,120.589996,117.68,117.739998,7175600
6,2019-08-15,117.239998,117.839996,115.459999,116.949997,6272600
6,2019-08-16,116.400002,116.650002,115.360001,115.809998,6239100
6,2019-08-19,117.129997,117.82,116.959999,117.309998,6443700
6,2019-08-20,117.129997,117.190002,115.660004,116.129997,5150900
6,2019-08-21,117.790001,118.220001,117.330002,117.879997,4578400
6,2019-08-22,118.660004,118.739998,117.449997,117.730003,4362100
6,2019-08-23,116.480003,118.059998,114.349998,115.18,7653400
6,2019-08-26,115.919998,116.220001,115.190002,115.739998,3966400
6,2019-08-27,116.269997,117.029999,115.040001,115.830002,4237100
6,2019-08-28,116.410004,117.199997,115.879997,116.830002,4153500
6,2019-08-29,117.190002,117.839996,116.580002,117.519997,4467300
6,2019-08-30,117.980003,118.980003,117.230003,117.720001,4881100
6,2019-09-03,115.769997,116.330002,114.550003,116.269997,5672500
6,2019-09-04,117.480003,118.540001,117.169998,117.25,4595600
6,2019-09-05,118.010002,119.07,117.260002,117.639999,5394300
6,2019-09-06,117.5,118.440002,117.389999,118.260002,4578200
6,2019-09-09,118.739998,119.629997,118.580002,119.389999,5048000
6,2019-09-10,120.230003,123.290001,119.910004,121.849998,8728800
6,2019-09-11,122.209999,122.980003,120.370003,121.279999,5509500
6,2019-09-12,120.040001,122.18,119.559998,121.419998,5818300
6,2019-09-13,122.25,122.32,121.239998,121.5,4885400
6,2019-09-16,124.860001,125.269997,122.970001,124.120003,10683900
6,2019-09-17,124.120003,124.620003,122.559998,123.889999,7246500
6,2019-09-18,123.550003,124.209999,123.019997,124.18,4801500
6,2019-09-19,124.769997,124.970001,123.419998,123.660004,4034500
6,2019-09-20,124,124.82,123.669998,124.32,10420700
6,2019-09-23,123.550003,125,123.550003,124.900002,4705500
6,2019-09-24,124.669998,124.720001,123.220001,123.739998,6232100
6,2019-09-25,123.480003,124.150002,122.910004,123.510002,3762500
6,2019-09-26,123.260002,123.5,120.050003,120.160004,7834400
6,2019-09-27,119.510002,120.25,118.449997,118.599998,6850700
6,2019-09-30,118.540001,119.419998,118.410004,118.599998,6108300
6,2019-10-01,119.269997,119.459999,115.879997,116.010002,7116600
6,2019-10-02,115.059998,115.110001,111.620003,112.290001,9702400
6,2019-10-03,112.059998,113.190002,110.419998,113.150002,5315300
6,2019-10-04,113.599998,114,112.550003,113.849998,4757300
6,2019-10-07,113.959999,114.75,113.230003,113.260002,4694000
6,2019-10-08,112.110001,112.75,111.610001,111.709999,5323900
6,2019-10-09,112.589996,114.510002,112.300003,113.139999,4601700
6,2019-10-10,113.529999,114.790001,113.300003,114.589996,3555500
6,2019-10-11,115.690002,117.029999,115.360001,116.150002,5134200
6,2019-10-14,115.580002,116.389999,115.449997,116.18,2571300
6,2019-10-15,115.849998,117.620003,115.800003,116.309998,3742700
6,2019-10-16,116.230003,116.660004,115.080002,115.110001,3608900
6,2019-10-17,115.610001,116.059998,114.919998,115.349998,3722400
6,2019-10-18,115.139999,115.580002,114.739998,114.739998,5679900
6,2019-10-21,115.550003,116.75,115.550003,116.610001,3926300
6,2019-10-22,116.629997,118.559998,116.489998,117.800003,4095000
6,2019-10-23,117.400002,118.019997,116.779999,117.980003,4148500
6,2019-10-24,118.470001,118.809998,117.309998,117.580002,3873900
6,2019-10-25,117.769997,118.849998,117.690002,118.669998,3369100
6,2019-10-28,119.080002,119.510002,117.639999,118.480003,5076300
6,2019-10-29,117.970001,119.07,117.690002,118.129997,4548400
6,2019-10-30,118.18,118.18,115.519997,116.360001,4690900
6,2019-10-31,115.860001,116.360001,115.32,116.139999,7177700
6,2019-11-01,115.489998,116.620003,114.019997,116.209999,7684700
6,2019-11-04,117.230003,121.870003,117.019997,121.57,10348800
6,2019-11-05,121.230003,122.449997,120.720001,121.940002,6971200
6,2019-11-06,121.940002,122.139999,119.800003,119.900002,6104700
6,2019-11-07,121.129997,122,120.32,121.889999,5440700
6,2019-11-08,120.970001,121.199997,120.160004,120.93,4249800
6,2019-11-11,120.199997,121.389999,120.010002,120.809998,3870800
6,2019-11-12,121.290001,122.050003,120.480003,120.959999,4503600
6,2019-11-13,120.459999,122.410004,120.370003,122.279999,5076400
6,2019-11-14,121.849998,122.940002,121.400002,121.959999,4882800
6,2019-11-15,121.220001,121.389999,120.110001,120.639999,5589600
6,2019-11-18,119.82,120,118.139999,118.550003,4885300
6,2019-11-19,118.5,118.800003,116.080002,116.449997,8723000
6,2019-11-20,116.410004,118.080002,116.120003,117.339996,5903100
6,2019-11-21,117.610001,118.949997,117.199997,118.769997,5810900
6,2019-11-22,119.059998,119.699997,118.599998,118.629997,4786800
6,2019-11-25,118.43,119.220001,117.980003,118.379997,7390000
6,2019-11-26,118.339996,118.559998,117.199997,117.790001,10053100
6,2019-11-27,117.989998,118.610001,117.620003,118.07,4106100
6,2019-11-29,117.279999,117.82,116.879997,117.129997,3271000
6,2019-12-02,117.980003,118.07,116.720001,116.800003,5195200
6,2019-12-03,116.199997,116.699997,115.699997,115.889999,6135800
6,2019-12-04,116.639999,117.300003,116.43,116.940002,5706700
6,2019-12-05,117.620003,117.739998,116.190002,116.330002,5517500
6,2019-12-06,117.089996,119.290001,116.980003,118.010002,6735300
6,2019-12-09,116.519997,117.889999,116.440002,117.300003,4736100
6,2019-12-10,118.029999,118.089996,117.050003,117.889999,4886800
6,2019-12-11,117.089996,117.660004,116.129997,116.230003,7039600
6,2019-12-12,116.589996,118.889999,116.589996,118.809998,6462000
6,2019-12-13,119.050003,119.540001,117.900002,117.959999,4863400
6,2019-12-16,118.860001,119.470001,118.610001,119.360001,5619300
6,2019-12-17,119.589996,119.889999,118.330002,118.599998,6755500
6,2019-12-18,118.68,119.639999,118.519997,118.550003,7496700
6,2019-12-19,118.57,118.739998,117.860001,118.129997,6220300
6,2019-12-20,119.400002,119.940002,118.089996,119.68,12171100
6,2019-12-23,119.309998,120.400002,119.150002,120.330002,5875000
6,2019-12-24,120.43,120.779999,120.089996,120.339996,1640100
6,2019-12-26,120.669998,121.419998,120.339996,120.599998,3648600
6,2019-12-27,120.889999,121.290001,120.239998,120.300003,4138300
6,2019-12-30,120.440002,121.339996,119.809998,119.849998,4580200
6,2019-12-31,119.5,120.629997,119.25,120.510002,4215700
6,2020-01-02,120.809998,121.629997,120.769997,121.43,5205000
6,2020-01-03,121.779999,122.720001,120.739998,121.010002,6360900
6,2020-01-06,121.239998,121.669998,120.330002,120.599998,9953000
6,2020-01-07,119.019997,119.730003,117.769997,119.059998,7856900
6,2020-01-08,118.550003,119.089996,117.650002,117.699997,7295900
6,2020-01-09,117.589996,117.919998,116.18,117.510002,7345300
6,2020-01-10,117.519997,117.690002,116.400002,116.440002,6393800
6,2020-01-13,116.470001,116.910004,116.080002,116.660004,6846700
6,2020-01-14,116.5,116.879997,115.709999,116.300003,7189100
6,2020-01-15,116.300003,116.410004,115.650002,116.129997,5808800
6,2020-01-16,116.559998,117.279999,116.449997,116.889999,7022000
6,2020-01-17,117.010002,117.290001,115.519997,115.580002,7885900
6,2020-01-21,115.099998,115.150002,113.169998,113.309998,8470300
6,2020-01-22,113.099998,113.529999,112.459999,112.900002,5589900
6,2020-01-23,112.400002,113.489998,111.860001,113.099998,8007800
6,2020-01-24,112.790001,112.980003,111.339996,111.849998,6920000
6,2020-01-27,110.25,110.830002,109.980003,110.389999,7609800
6,2020-01-28,110.980003,111.620003,110.769997,111.120003,5771900
6,2020-01-29,111.449997,111.839996,110.18,110.370003,4772800
6,2020-01-30,109.809998,111.580002,109.059998,111.400002,8382700
6,2020-01-31,109.809998,110,106.400002,107.139999,13699600
6,2020-02-03,106.949997,107.25,105.400002,106.279999,8785500
6,2020-02-04,107.68,108.339996,106.599998,106.849998,9909000
6,2020-02-05,108.269997,110.650002,108.110001,110.279999,6914100
6,2020-02-06,110.629997,110.669998,109.110001,109.489998,6274000
6,2020-02-07,108.93,109.440002,108.470001,108.940002,4830100
6,2020-02-10,108.540001,109.800003,108.32,109.790001,6011800
6,2020-02-11,110.779999,111.370003,110.059998,111.209999,6072700
6,2020-02-12,112.510002,112.599998,111.610001,112.040001,5725700
6,2020-02-13,111.370003,112.330002,111.230003,111.660004,5991900
6,2020-02-14,110.839996,110.970001,109.580002,110.080002,5148700
6,2020-02-18,109,110.269997,108.830002,110.239998,4975800
6,2020-02-19,110.519997,111.099998,109.889999,110.739998,5887500
6,2020-02-20,110.779999,111.07,109.699997,109.809998,4466600
6,2020-02-21,108.989998,109.190002,107.650002,109.010002,6443900
6,2020-02-24,105.709999,106.959999,104.419998,104.709999,9539800
6,2020-02-25,104.800003,104.919998,100,100.709999,12871900
6,2020-02-26,100.860001,101.610001,98,98.040001,11990400
6,2020-02-27,95.949997,98.199997,94.080002,94.129997,15783700
6,2020-02-28,90.629997,93.440002,90.110001,93.339996,20835100
6,2020-03-02,94.019997,96.68,92.209999,96.589996,15050800
6,2020-03-03,96.790001,98.480003,93.370003,94.389999,16525500
6,2020-03-04,96.370003,99.019997,95.669998,98.529999,14753000
6,2020-03-05,95.709999,97.389999,94.940002,97.190002,12814400
6,2020-03-06,93.919998,96.059998,93.419998,95.32,16861900
6,2020-03-09,82.230003,88.010002,80,80.669998,30595500
6,2020-03-10,86.239998,86.300003,81.040001,84.980003,22642900
6,2020-03-11,82.230003,84.839996,81.75,83.029999,18412800
6,2020-03-12,77.230003,78.129997,72.860001,76.260002,25768200
6,2020-03-13,79.980003,83.5,74.110001,83.419998,23497500
6,2020-03-16,72.57,78.489998,69.690002,69.699997,17535300
6,2020-03-17,70.400002,72.980003,65.489998,70.690002,22684200
6,2020-03-18,66.209999,66.230003,54.57,55.049999,24947300
6,2020-03-19,55.259998,58.490002,51.599998,57.389999,29871000
6,2020-03-20,59.529999,60.650002,56.360001,59.389999,26960400
6,2020-03-23,58.259998,59.400002,52.970001,54.220001,23764000
6,2020-03-24,61.48,67.650002,60.32,66.550003,29198800
6,2020-03-25,68.290001,73.139999,66.639999,69.269997,22560100
6,2020-03-26,70.300003,77.099998,67.889999,76.379997,24129100
6,2020-03-27,72.120003,73.540001,68.5,68.779999,20411500
6,2020-03-30,68.010002,72.93,67.019997,71.949997,18486800
6,2020-03-31,73.269997,75.040001,70.809998,72.459999,18514200
6,2020-04-01,69.510002,72.290001,67.610001,68.559998,14362000
6,2020-04-02,71.75,78.699997,69.580002,76.120003,23220600
6,2020-04-03,78,78.989998,73.029999,75.110001,14905400
6,2020-04-06,77,80.949997,75.510002,80.389999,17334900
6,2020-04-07,84.260002,85.690002,80.849998,80.919998,16394800
6,2020-04-08,82.290001,86.300003,81.519997,85.980003,12284800
6,2020-04-09,88.739998,89.910004,81.519997,84.309998,17023800
6,2020-04-13,87.18,87.360001,83.400002,84.910004,13854700
6,2020-04-14,85.459999,87.080002,84.330002,84.610001,14797600
6,2020-04-15,80.459999,83.379997,79.32,82.489998,13982300
6,2020-04-16,81.309998,82.190002,78.809998,79.989998,12291900
6,2020-04-17,81.330002,87.5,81.32,87.169998,16130100
6,2020-04-20,82.660004,87,82.089996,83.57,15749000
6,2020-04-21,80.279999,83.790001,79.25,81.639999,19620600
6,2020-04-22,84.949997,85.25,82.970001,84.440002,10320700
6,2020-04-23,86.300003,88.779999,85.389999,86.800003,14226500
6,2020-04-24,88.480003,88.790001,85.769997,87.010002,9175500
6,2020-04-27,86.75,90.620003,85.870003,89.709999,12037100
6,2020-04-28,89.550003,90.959999,88.830002,89.910004,10645200
6,2020-04-29,92.480003,95.139999,92.290001,94.620003,12342800
6,2020-04-30,93.720001,95.739998,90.580002,92,12222000
6,2020-05-01,91.510002,92.050003,87.040001,89.440002,13250100
6,2020-05-04,88.760002,91.620003,87.690002,91.440002,11192400
6,2020-05-05,94.5,95.300003,92.68,92.889999,13608700
6,2020-05-06,92.849998,93.459999,89.769997,90.050003,11145900
6,2020-05-07,92.980003,94.059998,91.910004,92.639999,9749600
6,2020-05-08,95,95.559998,94.07,95.470001,8585900
6,2020-05-11,94.209999,94.599998,93.18,93.370003,7101000
6,2020-05-12,93.129997,94.029999,91,91.099998,8749100
6,2020-05-13,89.900002,90,87.32,88.699997,12215100
6,2020-05-14,87.290001,90.93,86.019997,90.050003,10678200
6,2020-05-15,90.650002,92.059998,88.830002,89.160004,10113000
6,2020-05-18,92.400002,93.400002,91.459999,92.550003,12304300
6,2020-05-19,92.529999,92.629997,89.529999,89.620003,7749300
6,2020-05-20,91,93.470001,90.18,93,9160000
6,2020-05-21,92.769997,93.370003,91.279999,92.040001,8830900
6,2020-05-22,91.449997,91.599998,89.470001,90.279999,8563100
6,2020-05-26,92.489998,94.339996,92.029999,93.300003,9430000
6,2020-05-27,94.68,94.690002,92.110001,93.900002,7822600
6,2020-05-28,93.610001,93.900002,90.790001,90.870003,9633300
6,2020-05-29,90.190002,91.889999,89.260002,91.699997,17010000
6,2020-06-01,90.940002,93.849998,90.110001,92.790001,7344000
6,2020-06-02,93.779999,95.220001,93.290001,94.690002,7880300
6,2020-06-03,95.970001,97.730003,95.75,97.18,8440200
6,2020-06-04,96.779999,96.889999,95.160004,96.279999,6371700
6,2020-06-05,99.080002,102.050003,99.050003,100.809998,12760100
6,2020-06-08,102.629997,103.589996,100.870003,103.239998,11090700
6,2020-06-09,100.699997,102.93,99.830002,101.529999,10745400
6,2020-06-10,101,101.5,97.559998,97.580002,10486300
6,2020-06-11,92.300003,94.190002,89.120003,89.370003,14944800
6,2020-06-12,93.620003,93.650002,90.010002,92.389999,9532400
6,2020-06-15,89.089996,92.080002,88.209999,91.230003,12289500
6,2020-06-16,94.989998,95.580002,91.489998,94.029999,8726700
6,2020-06-17,93.830002,94,91.5,91.540001,6019900
6,2020-06-18,91,93.230003,90.099998,91.940002,7064100
6,2020-06-19,94.410004,94.410004,90.550003,90.629997,14838800
6,2020-06-22,90.32,91.690002,89.589996,91.589996,5939200
6,2020-06-23,92.5,93.089996,91.18,91.440002,6317700
6,2020-06-24,89.989998,90.129997,86.860001,87.639999,8974500
6,2020-06-25,87.309998,89.510002,87.160004,89.209999,7398000
6,2020-06-26,88.779999,88.830002,86.18,86.459999,13766000
6,2020-06-29,86.910004,88.57,86.599998,87.669998,7022200
6,2020-06-30,86.599998,89.989998,86.360001,89.230003,8263600
6,2020-07-01,89.279999,90.769997,87.550003,87.620003,6379400
6,2020-07-02,89.370003,90.360001,88.160004,88.309998,5832800
6,2020-07-06,89.5,90.25,87.82,88.57,6747500
6,2020-07-07,87.82,88.080002,86.150002,86.309998,5898000
6,2020-07-08,86.389999,87.800003,85.889999,86.349998,6736400
6,2020-07-09,85.970001,86.32,82.690002,82.739998,8833600
6,2020-07-10,82.5,85.419998,82.5,85.230003,6218100
6,2020-07-13,86.040001,86.93,84.809998,85.400002,7074000
6,2020-07-14,85.389999,88.599998,85.040001,88.349998,7440500
6,2020-07-15,90.18,90.190002,88.209999,88.889999,5935200
6,2020-07-16,88.440002,89.480003,87.349998,88.360001,4795700
6,2020-07-17,88.410004,89.110001,86.910004,87.190002,5964000
6,2020-07-20,86.830002,87.489998,84.800003,85.269997,14974800
6,2020-07-21,86.470001,91.730003,86.360001,91.389999,15115000
6,2020-07-22,89.949997,91.25,88.900002,91.040001,10317500
6,2020-07-23,90.5,91.379997,90.019997,91.010002,6586300
6,2020-07-24,91.480003,92.739998,89.980003,90.129997,6620500
6,2020-07-27,89.760002,91.089996,88.800003,91.040001,7599700
6,2020-07-28,90.470001,91.169998,88.769997,89.110001,6787300
6,2020-07-29,89.480003,90.080002,88.580002,90.07,6386900
6,2020-07-30,88.43,88.5,85.699997,86.269997,10112800
6,2020-07-31,83.25,84.099998,81.510002,83.940002,19119800
6,2020-08-03,83.980003,85.139999,83.800003,84.809998,11220100
6,2020-08-04,84.480003,86.720001,84.279999,86.489998,9077900
6,2020-08-05,88.139999,88.43,86.410004,87.199997,7324200
6,2020-08-06,86.43,87.900002,86.099998,87.470001,7035600
6,2020-08-07,86.879997,87.110001,85.739998,86.800003,7185000
6,2020-08-10,87.940002,89.760002,87.599998,89.730003,8150200
6,2020-08-11,91.949997,93.010002,89.169998,89.620003,9074300
6,2020-08-12,90.800003,91.660004,89.449997,90.720001,9057400
6,2020-08-13,89.870003,91.279999,89.760002,89.82,7314600
6,2020-08-14,89,90.589996,88.849998,90.349998,6343000
6,2020-08-17,90.349998,91.580002,89.720001,90.769997,10473800
6,2020-08-18,88.970001,89.370003,87.32,87.629997,7981500
6,2020-08-19,87.300003,87.900002,86.199997,86.389999,9120300
6,2020-08-20,85.419998,86.889999,84.730003,84.809998,7872300
6,2020-08-21,84.669998,85.089996,83.510002,85.080002,9003600
6,2020-08-24,85.599998,87.339996,84.889999,87.199997,8738700
6,2020-08-25,88.010002,88.040001,85.760002,86.129997,6835800
6,2020-08-26,85.709999,85.839996,84.660004,84.779999,7486500
6,2020-08-27,85.160004,85.629997,83.970001,84.910004,7438200
